PCA_1,PCA_2,class
-3485.1522130350504,-29.76722534302955,eiffel_tower
-101.6147486385571,-161.36094169937888,eiffel_tower
-818.3196576585296,285.249159902693,eiffel_tower
-3237.1120187869446,219.8847112852106,eiffel_tower
1174.5408836172674,530.0350427528388,eiffel_tower
-1762.682707627806,12.35909082622699,eiffel_tower
-348.3652549289591,236.90523990539364,eiffel_tower
-939.3226437729654,81.13098525252036,eiffel_tower
-816.6268777364303,-62.37431201702647,eiffel_tower
-1134.3686960682962,374.45631967153724,eiffel_tower
-2028.0101523802914,-55.308029393056756,eiffel_tower
-3422.7010023259554,548.8743145882027,eiffel_tower
-3422.6636660830454,30.009765022278003,eiffel_tower
1546.5675143406306,-110.44699705891841,eiffel_tower
3863.3556397785806,168.2438374652443,eiffel_tower
5796.975625317859,-41.9338339380217,eiffel_tower
238.6859181517966,220.77140166229012,eiffel_tower
-4611.954287674143,290.63398529566825,eiffel_tower
-2307.61046743877,220.43411280611932,eiffel_tower
4711.784391658762,625.6769080562243,eiffel_tower
-1104.3947599915118,-232.06308516553872,stonehenge
-4485.433867402886,-140.43497282110584,stonehenge
723.5803042339367,-98.65588258007249,stonehenge
-4882.706995821873,-105.81509428300456,stonehenge
164.52005274012936,-74.43366788646819,stonehenge
2415.9995269342808,-229.54011328446512,stonehenge
765.3628115927377,-150.42732937497485,stonehenge
1006.800352836618,-240.7789316281576,stonehenge
-2246.59452713216,-194.74853696419126,stonehenge
-843.4419932432584,-151.06036864356517,stonehenge
-469.03285246142514,-216.4481052723037,stonehenge
3450.334892292057,294.05170125651443,stonehenge
730.9224364245265,-112.69466054295742,stonehenge
-3168.6147923866265,-51.12692281931232,stonehenge
-1276.6695098996288,-145.6469718841641,stonehenge
1013.0759982988939,-70.40278558487225,stonehenge
-3144.0565809589734,-111.3255688131675,stonehenge
-5077.181800794495,28.035554513418788,stonehenge
113.8329534817749,-57.15712737777922,stonehenge
-888.2907170692051,-33.936857633463305,stonehenge
408.35078041697034,-230.71007894295607,stonehenge
-147.7240330651175,-61.335376689414176,stonehenge
4491.309787214276,-370.0762023809052,stonehenge
175.652536759927,-191.3713227651287,stonehenge
4477.556143337329,-105.74456898684574,stonehenge
-4435.054028114077,-14.529193831932702,stonehenge
-2047.6880622411982,-30.644641731431093,stonehenge
-463.59165661891075,-174.67766607111747,stonehenge
-1617.8404951595903,-54.22053917937296,stonehenge
-730.2058988990921,-85.13736217972249,stonehenge
-1836.457130611666,123.18373914968373,stonehenge
2286.5012429907883,-145.53456580305982,stonehenge
-1533.5047744099256,64.91879237232908,stonehenge
-1798.1851203725255,-118.54095991579058,stonehenge
-1395.164590517309,48.69813394849143,stonehenge
-2575.1257502380313,-162.9861669615388,stonehenge
-6799.055617433377,150.9692149050713,stonehenge
-1648.3437868358924,-37.87245026791187,stonehenge
-6807.29938786745,-6.594520088079932,stonehenge
-3524.35938113058,-90.86733893803653,stonehenge
-3667.6064493615713,14.956403545448381,stonehenge
813.789706798615,-99.06506561828371,stonehenge
-425.31546894802887,123.54534386689144,stonehenge
4295.2988087842505,121.30083593161228,stonehenge
-2826.596795243353,-106.02604690212922,stonehenge
4452.039836243322,-245.99855302714104,stonehenge
-1464.4933376465942,-86.54973324215948,stonehenge
-4205.233168844448,14.96644157603562,stonehenge
-1279.457725544271,-130.90523521776797,stonehenge
765.591985532571,-226.96726168837728,stonehenge
4449.766693967859,-311.84506943645374,stonehenge
-2549.1200743860572,-43.16334399985625,stonehenge
450.7769048308992,-225.41646620128006,stonehenge
-1900.9870738098753,-177.76384248621204,stonehenge
2669.21789470187,726.5060304594817,stonehenge
-2489.2640724550174,-13.242086108301606,stonehenge
2268.8120654467557,-94.89497204092365,stonehenge
-547.4230553813177,-156.91565479665803,stonehenge
1121.1083860183016,-166.83496092754373,stonehenge
-1063.1950431325904,-274.90662580892445,stonehenge
1302.9262402054437,-231.95623893188858,stonehenge
-381.58792259169695,-182.0328860710332,stonehenge
-562.674516468137,-140.28770423013003,stonehenge
1996.2773942309932,-180.98764095729894,stonehenge
-568.4958742005547,-236.16315736821815,stonehenge
205.435804712346,-155.79843575811014,stonehenge
-1803.4517974975488,-114.25718117746722,stonehenge
-2792.585014808178,-189.1337049022648,stonehenge
-3205.5189442763367,-87.95185788991199,stonehenge
456.169214842962,-122.18086189756826,stonehenge
-1368.517856844389,121.3178622420439,stonehenge
4750.288299444034,-349.37402560846203,stonehenge
4478.625715516783,-208.5129700780239,stonehenge
3084.0860174811796,-326.77245615701383,stonehenge
-4772.206999512768,-86.23589661297834,stonehenge
-1728.9969545261856,-105.286882863999,stonehenge
1703.2735060498862,308.5136706120634,stonehenge
4115.259933570777,-168.2913602445646,stonehenge
4405.281670636406,-194.02268100338793,stonehenge
2295.679888819818,-180.18499085262886,stonehenge
-411.907824234856,-188.00414633598456,stonehenge
-4184.67404344171,-33.629145717248996,stonehenge
1831.340554682357,-313.5163472114126,stonehenge
4438.944915754516,-267.49162971233477,stonehenge
3518.2319228803144,353.2824349313654,stonehenge
673.7789668963896,-34.96177434021542,stonehenge
-2221.681266227284,-196.05255180813128,stonehenge
-927.2244679179412,-49.172855480321005,stonehenge
2537.250900519547,-234.24113614777363,stonehenge
3689.962168064855,158.3577206719457,stonehenge
-987.9558283494434,275.28656077362086,stonehenge
1545.723970400054,-243.26159253080988,stonehenge
2326.169666577319,-72.95758103043312,stonehenge
704.8654966389176,-216.4365524826652,stonehenge
1268.758591399409,-175.4871596352918,stonehenge
-2772.5269443197976,-161.6878800960727,stonehenge
-4322.337517625384,-132.04571770239704,stonehenge
2329.395515081572,-162.16969883152956,stonehenge
-4374.641562282082,-137.6104403370502,stonehenge
3410.1606331510675,113.12183072665792,stonehenge
6083.166905322177,-116.50247813499405,chichen_itza
-1752.2963287308603,49.4119108822556,chichen_itza
-674.8619787757489,-183.1485087357592,chichen_itza
6575.366272432914,-212.34653384425533,chichen_itza
2192.2322869562768,58.037519957098,chichen_itza
4960.566900478222,-212.4960644029839,chichen_itza
-431.4777775710554,-181.63435783530957,chichen_itza
2617.8227371278435,233.32118768815465,chichen_itza
1876.960141714132,-93.4567233870549,chichen_itza
4563.808011561384,-199.1896852856442,chichen_itza
5956.153603581305,3.7809623380370994,chichen_itza
-1468.473115454316,-73.63769042203481,chichen_itza
591.0876149033165,-42.27204447085797,chichen_itza
2229.1256924555246,-110.98093642777357,chichen_itza
1158.0111220481367,-162.58988835368388,chichen_itza
805.195802812078,-135.0948578363599,chichen_itza
2892.175693498056,-229.23464195970905,chichen_itza
-1794.8354672123605,44.29974237699244,chichen_itza
7415.955523311727,-430.37511726967296,chichen_itza
4379.879013641304,-52.108657408783515,chichen_itza
-1108.6209469788419,34.53945815411272,chichen_itza
-339.4346550913251,92.11696905302603,chichen_itza
-737.2800117144207,-96.06471129438182,chichen_itza
1920.7819398340753,16.607225571018205,chichen_itza
8964.286943851246,-26.09976862335762,chichen_itza
3251.570478003955,708.1851447064072,chichen_itza
3755.6997756404317,-217.97024898625176,chichen_itza
2243.71459218186,319.8940442196913,chichen_itza
1902.1924145686417,-127.85587940188707,chichen_itza
3432.2368097915523,-291.30237252195843,chichen_itza
868.4784173679573,-235.56320173760562,chichen_itza
1480.9711763147434,-127.38270203292214,chichen_itza
4135.031511688064,-13.050489044465863,chichen_itza
893.9515768345782,-101.03311263083205,chichen_itza
3524.3266387010744,-91.86619109800593,chichen_itza
-645.7323726036047,-196.32657085429187,chichen_itza
2436.2232880075944,-291.815840586862,chichen_itza
2093.1075076427705,-108.9851428274808,chichen_itza
2977.3379466518354,-127.06986324134905,chichen_itza
8327.671539772502,-338.3426931108023,chichen_itza
3939.8936378969074,-70.66276653572157,chichen_itza
345.53706955310554,45.0495494482,chichen_itza
5758.409679024501,-175.85968657158753,chichen_itza
5022.416610472393,16.07038045805075,chichen_itza
3130.4137618072227,-126.89685428959004,chichen_itza
7003.683873879202,178.90565083063038,chichen_itza
-371.81067511391757,-68.1073035162172,chichen_itza
5014.600639580182,-180.06816172797096,chichen_itza
3330.9425963957046,-222.44309218226073,chichen_itza
4257.955447008041,-220.989905383488,chichen_itza
-3597.8072370244754,-82.84752946729797,chichen_itza
143.26565677503186,-296.98383069138043,chichen_itza
894.4518871391219,-191.01448562219983,chichen_itza
2386.6188580195258,-345.8632213507234,chichen_itza
2229.392989193796,82.13029043861647,chichen_itza
3796.4343616578253,-70.43021690154627,chichen_itza
1888.3256451692132,-178.14168117539995,chichen_itza
1641.4776504915471,-33.87322223316688,chichen_itza
2587.5551021294805,-134.0595967958104,chichen_itza
4796.483307182006,436.9293104089304,chichen_itza
1311.7765962766798,-13.073016687851691,chichen_itza
3685.705668411015,608.6138444687891,chichen_itza
-338.1818741593015,-156.37683918145353,chichen_itza
416.05377431145007,-99.7192284425054,chichen_itza
246.21722468259486,-239.9841046174291,chichen_itza
-431.85664417050884,158.548538384445,chichen_itza
-1537.9772272734263,-181.33488891170734,chichen_itza
1778.8706723386013,-142.85030365547848,chichen_itza
2353.1593640302117,-192.76269892931515,chichen_itza
-556.4980996472759,-119.02665465493489,chichen_itza
2757.6726799170983,-262.8382142188991,chichen_itza
149.08602438853268,-71.59865222257875,chichen_itza
4630.485877049051,-63.19436494619927,chichen_itza
1005.0907455231636,-98.24871168818524,chichen_itza
5207.495052003839,14.811423530921786,chichen_itza
-1104.6859914860515,-102.9263653678365,chichen_itza
2752.7510992803154,-77.96369023721913,chichen_itza
2351.198926794522,-268.23271745225657,chichen_itza
643.2192947155299,-151.92703523400166,chichen_itza
3084.556924574922,-205.02454230075614,chichen_itza
5675.548802551387,110.66716806052136,chichen_itza
1235.973173174848,-145.83255240418737,chichen_itza
3508.862945369993,-355.6464371370972,chichen_itza
-1490.2001509180236,-164.2388070670388,chichen_itza
974.7521588299542,-141.17412951004812,chichen_itza
2487.657462925844,-47.30286524082919,chichen_itza
2165.210777318044,-156.00071787522,chichen_itza
-194.71316525097245,-153.31954928309602,chichen_itza
5937.730877842984,-188.6382970902766,chichen_itza
760.6698075416198,702.8976483554211,chichen_itza
1614.018790118599,-137.84323130268052,chichen_itza
2265.016493068014,401.06829896133695,chichen_itza
-1865.3817396327831,-253.6630602560491,chichen_itza
-711.5434978186595,-213.37594972080993,chichen_itza
7567.838103084575,137.71228336640772,chichen_itza
-783.8113806459705,11.683685803004238,chichen_itza
-1882.2700730060078,-203.31809607195248,chichen_itza
2855.868593050057,-264.8432228202613,chichen_itza
-564.337217503974,-161.8035511165112,chichen_itza
1969.1616042199976,-165.4612757228801,chichen_itza
